1.095846	13	0	0	0	0	0
1.070033	18	0	0	0	0	0
1.128211	20	0	0	0	0	0
1.076418	19	0	0	0	0	0
1.121901	20	0	0	0	0	0
1.081836	19	0	0	0	0	0
1.106583	19	0	0	0	0	0
1.146664	14	0	0	0	0	0
1.117324	9	0	0	0	0	0
1.076612	18	0	0	0	0	0
1.109	19	0	0	0	0	0
1.105993	18	0	0	0	0	0
1.096763	19	0	0	0	0	0
1.06829	15	0	0	0	0	0
1.114529	10	0	0	0	0	0
1.11947	18	0	0	0	0	0
1.070695	15	0	0	0	0	0
1.115569	19	-1.6	0	0	0	0
1.098524	19	-3.4	0	-3.4	0	0
1.191555	15	-3.4	0	0	0	0
1.108443	15	-3.4	0	0	0	0
1.086489	18	-3.4	0	0	0	0
1.098079	14	-3.43	0	-3.43	0	0
1.117914	15	-3.44	0	0	0	0
1.131893	18	-3.44	0	0	0	0
1.078362	17	-3.44	0	0	0	0
1.072923	16	-3.44	0	0	0	0
1.111498	17	-3.44	0	0	0	0
1.111161	17	-3.44	0	0	0	0
1.104798	19	-3.44	0	0	0	0
1.086656	18	-3.44	0	0	0	0
1.101042	19	-3.44	0	0	0	0
1.114591	17	-3.44	0	-3.069	0	0
1.134609	19	-3.44	0	0	0	0
1.08062	16	-3.44	0	0	0	0
1.111989	19	-3.44	0	0	0	0
1.088502	19	-3.44	0	-1.63	0	0
1.104561	17	-6.23831	0	-6.23831	0	0
1.08938	18	-6.23831	0	-0.0003069	0	0
1.078572	18	-6.23831	0	0	0	0
1.081893	18	-6.23831	0	0	0	0
1.091037	19	-6.23831	0	0	0	0
1.089505	18	-6.23831	0	-0.031	0	0
1.119882	18	-6.23831	0	0	0	0
1.129153	18	-6.23831	0	0	0	0
1.085383	18	-6.23831	0	0	0	0
1.129488	19	-6.23831	0	-0.0617831	0	0
1.086122	18	-6.23831	0	-3.28	0	0
1.085274	18	-6.23831	0	-3.3	0	0
1.128143	19	-6.23831	0	0	0	0
1.083685	17	-6.23831	0	-1.55	0	0
1.07017	18	-6.23831	0	-3.3	0	0
1.131739	19	-6.23831	0	0	0	0
1.115639	19	-6.23831	0	0	0	0
1.072637	18	-6.23831	0	-3.069E-06	0	0
1.128291	17	-6.23831	0	-3.079518	0	0
1.092366	18	-6.23831	0	0	0	0
1.113656	18	-6.23831	0	0	0	0
1.1028	19	-6.23831	0	-0.0314	0	0
1.109557	18	-6.23831	0	0	0	0
1.105265	17	-6.23831	0	0	0	0
1.098971	18	-6.23831	0	0	0	0
1.066736	16	-6.23831	0	0	0	0
1.134869	18	-6.23831	0	0	0	0
1.104278	18	-6.23831	0	0	0	0
1.087576	18	-6.23831	0	0	0	0
1.115828	18	-6.23831	0	-1.39	0	0
1.099326	17	-6.23831	0	0	0	0
1.090038	15	-6.23831	0	0	0	0
1.118274	19	-6.23831	0	0	0	0
1.072239	18	-6.23831	0	-3.39	0	0
1.12566	16	-6.23831	0	-3.395969	0	0
1.079365	14	-6.23831	0	-2.7918	0	0
1.121637	18	-6.23831	0	-1.5939	0	0
1.112255	18	-6.23831	0	0	0	0
1.116619	19	-6.23831	0	0	0	0
1.123299	17	-6.23831	0	-1.48405	0	0
1.107617	15	-6.23831	0	0	0	0
1.115687	17	-6.23831	0	-0.04765761	0	0
1.097527	18	-6.23831	0	-1.63	0	0
1.11773	17	-6.23831	0	-1.64	0	0
1.082949	13	-6.23831	0	-1.653639	0	0
1.084424	16	-6.23831	0	0	0	0
1.11051	17	-6.23831	0	-2.84	0	0
1.114761	15	-6.23831	0	0	0	0
1.099596	17	-6.23831	0	0	0	0
1.102355	18	-6.23831	0	-1.712289	0	0
1.066169	17	-6.23831	0	0	0	0
1.09406	16	-6.23831	0	-1.5	0	0
1.110312	18	-6.23831	0	-2.94	0	0
1.078092	18	-6.5472	0	-6.5472	0	0
1.09968	17	-6.5472	0	0	0	1
1.116109	19	-9.701728	0	-0.03341165	0	0
1.124798	18	-9.701728	0	0	0	0
1.092334	17	-9.701728	0	-1.4058	0	0
1.104713	18	-9.701728	0	-2.92	0	0
1.091796	18	-9.701728	0	-1.570023	0	0
1.07491	18	-9.701728	0	0	0	0
1.111421	15	-9.701728	0	-0.0282	0	0
1.085038	17	-9.701728	0	-6.567	0	0
1.094529	14	-9.701728	0	-1.50975	0	0
1.111873	11	-9.701728	0	-0.0442435	0	0
1.118653	15	-9.701728	0	-5.623882	0	0
1.111409	18	-9.701728	0	-1.3	0	0
1.095068	17	-9.701728	0	0	0	1
1.068525	18	-9.701728	0	-1.17602	0	0
1.189874	17	-9.701728	0	0	0	1
1.101487	15	-9.701728	0	-2.959197	0	0
1.107861	16	-9.701728	0	0	0	0
1.116199	18	-9.701728	0	-0.1129817	0	0
1.130848	18	-9.701728	0	-3.1	0	0
1.131249	19	-9.701728	0	0	0	0
1.119021	18	-9.701728	0	0	0	0
1.087896	18	-9.701728	0	-2.7461	0	0
1.102655	18	-9.701728	0	-1.195722	0	0
1.087046	15	-9.701728	0	-0.001975593	0	0
1.099026	16	-9.701728	0	0	0	0
1.104377	15	-9.701728	0	0	0	0
1.086625	14	-9.701728	0	0	0	0
1.110662	14	-9.701728	0	0	0	0
1.095386	15	-9.701728	0	0	0	0
1.082217	16	-9.701728	0	0	0	0
1.074546	17	-9.701728	0	-1.62	0	0
1.081622	17	-9.701728	0	0	0	0
1.091167	18	-9.701728	0	0	0	0
1.087921	16	-9.701728	0	-2.901105	0	0
1.084411	18	-9.701728	0	-0.027918	0	0
1.066791	18	-9.701728	0	-0.000314	0	0
1.106864	19	-9.701728	0	0	0	0
